unicef_region,iso3,country,vaccine,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
Western Europe,CHE,Switzerland,HIB3,95,95,95,95,95,95,95,95,95,95,95,93,93,93,91,91,91,91,91,91,77,,,,,,,,,,,,,,,,,,
Middle East & North Africa,SYR,Syrian Arab Republic,HIB3,48,48,42,41,43,41,45,72,80,80,79,80,80,80,81,82,83,84,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TJK,Tajikistan,HIB3,96,96,97,96,97,96,94,96,93,93,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,THA,Thailand,HIB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TLS,Timor-Leste,HIB3,83,83,79,76,77,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West & Central Africa,TGO,Togo,HIB3,88,90,89,88,87,84,84,85,83,78,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TON,Tonga,HIB3,81,81,78,78,80,82,77,82,81,81,81,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,TTO,Trinidad and Tobago,HIB3,99,89,97,90,92,92,92,90,90,90,90,88,89,95,94,92,59,85,74,49,8,,,,,,,,,,,,,,,,,,
Middle East & North Africa,TUN,Tunisia,HIB3,97,98,98,98,98,98,97,43,,,,,,80,97,96,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TUR,Turkey,HIB3,98,96,98,97,96,98,97,97,97,96,96,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,TKM,Turkmenistan,HIB3,99,99,98,99,97,97,97,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,TUV,Tuvalu,HIB3,89,96,94,96,89,90,97,96,89,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,UGA,Uganda,HIB3,93,94,93,89,85,84,83,82,80,79,71,73,64,64,62,44,29,,,,,,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UKR,Ukraine,HIB3,39,39,47,38,38,83,83,26,51,66,81,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,ARE,United Arab Emirates,HIB3,99,98,99,99,99,98,96,95,94,93,92,92,92,94,94,94,94,92,92,94,,,,,,,,,,,,,,,,,,,
Western Europe,GBR,United Kingdom,HIB3,94,94,94,95,95,95,95,95,94,93,92,92,92,91,92,91,91,91,91,92,91,92,95,94,93,89,,,,,,,,,,,,,
Eastern & Southern Africa,TZA,United Republic of Tanzania,HIB3,98,97,97,98,97,91,92,90,91,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,USA,United States,HIB3,92,93,93,93,93,93,93,94,90,84,91,93,93,94,94,94,93,93,93,94,93,93,91,91,,,,,,,,,,,,,,,
Latin America & Caribbean,URY,Uruguay,HIB3,91,93,95,95,95,94,95,95,95,95,94,94,95,96,94,91,95,90,88,91,75,84,,,,,,,,,,,,,,,,,
Eastern Europe & Central Asia,UZB,Uzbekistan,HIB3,98,99,99,99,99,99,99,99,99,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VUT,Vanuatu,HIB3,85,85,81,80,86,86,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,VEN,Venezuela (Bolivarian Republic of),HIB3,60,66,84,87,78,82,81,78,78,84,51,62,71,87,60,54,59,34,2,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,VNM,Viet Nam,HIB3,75,94,96,97,95,59,97,95,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,YEM,Yemen,HIB3,65,68,71,69,73,73,67,69,75,74,75,75,73,43,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZMB,Zambia,HIB3,90,94,91,90,86,79,78,81,83,94,87,80,81,82,83,,,,,,,,,,,,,,,,,,,,,,,,
Eastern & Southern Africa,ZWE,Zimbabwe,HIB3,89,89,90,87,91,95,97,94,90,73,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
